1228, 0, 842|8, 8, 8|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
1228, 0, 842|8, 8, 8|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
1228, 0, 842|8, 8, 8|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
1228, 0, 842|8, 8, 8|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
1228, 0, 842|8, 8, 8|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
1228, 0, 842|8, 8, 8|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
1228, 0, 842|8, 8, 8|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
1328, 0, 1115|12, 12, 22|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
1328, 0, 1115|12, 12, 22|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
1328, 0, 1115|12, 12, 22|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
1328, 0, 1115|12, 12, 22|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
1328, 0, 1115|12, 12, 22|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
1328, 0, 1115|12, 12, 22|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
1328, 0, 1115|12, 12, 22|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
1328, 0, 1115|12, 12, 22|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
1328, 0, 1115|12, 12, 22|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
1328, 0, 1115|12, 12, 22|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
1328, 0, 1115|12, 12, 22|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
1328, 0, 1115|12, 12, 22|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
1328, 0, 1115|12, 12, 22|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
1328, 0, 1115|12, 12, 22|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
1328, 0, 1115|12, 12, 22|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
1328, 0, 1115|12, 12, 22|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
1328, 0, 1115|12, 12, 22|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
1328, 0, 1115|12, 12, 22|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
1328, 0, 1115|12, 12, 22|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
1328, 0, 1115|12, 12, 22|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
1328, 0, 1115|12, 12, 22|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
1328, 0, 1115|12, 12, 22|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
1328, 0, 1115|12, 12, 22|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
1328, 0, 1115|12, 12, 22|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
1328, 0, 1115|12, 12, 22|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
533, 0, 1424|26, 8, 24|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
533, 0, 1424|26, 8, 24|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
533, 0, 1424|26, 8, 24|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
533, 0, 1424|26, 8, 24|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
533, 0, 1424|26, 8, 24|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
533, 0, 1424|26, 8, 24|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
533, 0, 1424|26, 8, 24|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
533, 0, 1424|26, 8, 24|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
533, 0, 1424|26, 8, 24|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
533, 0, 1424|26, 8, 24|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
533, 0, 1424|26, 8, 24|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
533, 0, 1424|26, 8, 24|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
533, 0, 1424|26, 8, 24|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
533, 0, 1424|26, 8, 24|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
533, 0, 1424|26, 8, 24|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
533, 0, 1424|26, 8, 24|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
533, 0, 1424|26, 8, 24|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
533, 0, 1424|26, 8, 24|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
533, 0, 1424|26, 8, 24|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
533, 0, 1424|26, 8, 24|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
533, 0, 1424|26, 8, 24|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
533, 0, 1424|26, 8, 24|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
533, 0, 1424|26, 8, 24|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
533, 0, 1424|26, 8, 24|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
533, 0, 1424|26, 8, 24|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
533, 0, 1424|26, 8, 24|304, 6, 91|12, 12, 22|304, 6, 91|12, 12, 22|0
1376, 0, 283|8, 8, 8|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
1376, 0, 283|8, 8, 8|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
1376, 0, 283|8, 8, 8|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
1376, 0, 283|8, 8, 8|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
1376, 0, 283|8, 8, 8|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
1376, 0, 283|8, 8, 8|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
1376, 0, 283|8, 8, 8|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
1376, 0, 283|8, 8, 8|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
1376, 0, 283|8, 8, 8|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
1376, 0, 283|8, 8, 8|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
1376, 0, 283|8, 8, 8|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
1376, 0, 283|8, 8, 8|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
1376, 0, 283|8, 8, 8|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
1376, 0, 283|8, 8, 8|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
1376, 0, 283|8, 8, 8|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
1376, 0, 283|8, 8, 8|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
1376, 0, 283|8, 8, 8|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
1376, 0, 283|8, 8, 8|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
1376, 0, 283|8, 8, 8|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
1376, 0, 283|8, 8, 8|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
1376, 0, 283|8, 8, 8|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
1376, 0, 283|8, 8, 8|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
1376, 0, 283|8, 8, 8|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
1376, 0, 283|8, 8, 8|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
1376, 0, 283|8, 8, 8|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
1376, 0, 283|8, 8, 8|304, 6, 91|12, 12, 22|304, 6, 91|12, 12, 22|0
1376, 0, 283|8, 8, 8|-491, 15, 400|26, 8, 24|-491, 15, 400|26, 8, 24|0
653, 0, 899|12, 12, 22|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
653, 0, 899|12, 12, 22|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
653, 0, 899|12, 12, 22|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
653, 0, 899|12, 12, 22|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
653, 0, 899|12, 12, 22|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
653, 0, 899|12, 12, 22|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
653, 0, 899|12, 12, 22|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
653, 0, 899|12, 12, 22|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
653, 0, 899|12, 12, 22|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
653, 0, 899|12, 12, 22|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
653, 0, 899|12, 12, 22|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
653, 0, 899|12, 12, 22|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
653, 0, 899|12, 12, 22|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
653, 0, 899|12, 12, 22|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
653, 0, 899|12, 12, 22|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
653, 0, 899|12, 12, 22|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
653, 0, 899|12, 12, 22|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
653, 0, 899|12, 12, 22|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
653, 0, 899|12, 12, 22|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
653, 0, 899|12, 12, 22|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
653, 0, 899|12, 12, 22|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
653, 0, 899|12, 12, 22|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
653, 0, 899|12, 12, 22|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
653, 0, 899|12, 12, 22|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
653, 0, 899|12, 12, 22|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
653, 0, 899|12, 12, 22|304, 6, 91|12, 12, 22|304, 6, 91|12, 12, 22|0
653, 0, 899|12, 12, 22|-491, 15, 400|26, 8, 24|-491, 15, 400|26, 8, 24|0
653, 0, 899|12, 12, 22|352, 7, -741|8, 8, 8|352, 7, -741|8, 8, 8|0
712, 0, 1714|26, 8, 24|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
712, 0, 1714|26, 8, 24|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
712, 0, 1714|26, 8, 24|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
712, 0, 1714|26, 8, 24|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
712, 0, 1714|26, 8, 24|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
712, 0, 1714|26, 8, 24|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
712, 0, 1714|26, 8, 24|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
712, 0, 1714|26, 8, 24|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
712, 0, 1714|26, 8, 24|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
712, 0, 1714|26, 8, 24|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
712, 0, 1714|26, 8, 24|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
712, 0, 1714|26, 8, 24|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
712, 0, 1714|26, 8, 24|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
712, 0, 1714|26, 8, 24|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
712, 0, 1714|26, 8, 24|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
712, 0, 1714|26, 8, 24|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
712, 0, 1714|26, 8, 24|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
712, 0, 1714|26, 8, 24|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
712, 0, 1714|26, 8, 24|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
712, 0, 1714|26, 8, 24|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
712, 0, 1714|26, 8, 24|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
712, 0, 1714|26, 8, 24|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
712, 0, 1714|26, 8, 24|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
712, 0, 1714|26, 8, 24|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
712, 0, 1714|26, 8, 24|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
712, 0, 1714|26, 8, 24|304, 6, 91|12, 12, 22|304, 6, 91|12, 12, 22|0
712, 0, 1714|26, 8, 24|-491, 15, 400|26, 8, 24|-491, 15, 400|26, 8, 24|0
712, 0, 1714|26, 8, 24|352, 7, -741|8, 8, 8|352, 7, -741|8, 8, 8|0
712, 0, 1714|26, 8, 24|-371, 16, -125|12, 12, 22|-371, 16, -125|12, 12, 22|0
438, 0, 1196|8, 8, 8|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
438, 0, 1196|8, 8, 8|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
438, 0, 1196|8, 8, 8|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
438, 0, 1196|8, 8, 8|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
438, 0, 1196|8, 8, 8|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
438, 0, 1196|8, 8, 8|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
438, 0, 1196|8, 8, 8|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
438, 0, 1196|8, 8, 8|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
438, 0, 1196|8, 8, 8|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
438, 0, 1196|8, 8, 8|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
438, 0, 1196|8, 8, 8|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
438, 0, 1196|8, 8, 8|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
438, 0, 1196|8, 8, 8|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
438, 0, 1196|8, 8, 8|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
438, 0, 1196|8, 8, 8|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
438, 0, 1196|8, 8, 8|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
438, 0, 1196|8, 8, 8|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
438, 0, 1196|8, 8, 8|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
438, 0, 1196|8, 8, 8|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
438, 0, 1196|8, 8, 8|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
438, 0, 1196|8, 8, 8|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
438, 0, 1196|8, 8, 8|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
